Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares
2010,Elijah Thomas,81,250,32,Bulls,C,1,1,10,39,44,19,97,90,40,61,51,5,24,0,51,23,37,83,58,67,28,45,83,65,57,0,72,63,28,27,74,69,6'9'',51,51,184,0.116149763
2011,Marcus Fizer,81,260,29,Lakers,PF,2,2,7,46,48,35,90,71,16,82,75,5,34,0,55,42,42,78,32,19,11,60,64,72,73,0,54,72,40,44,65,68,6'9'',55,55,47,0.114927155
2009,Ennis Whatley,75,175,22,Kings,PG,5,5,2,61,74,46,2,15,3,35,67,47,89,0,77,69,62,16,76,47,87,10,28,46,49,0,66,47,57,73,73,41,6'3'',56,60,297,0.11
2009,Mark Randall,83,235,23,Cavaliers,PF,2,2,1,49,46,64,40,32,51,66,48,5,81,0,52,16,53,46,31,60,16,15,55,75,54,0,57,61,26,24,44,64,6'11'',48,50,325,0.11
2008,Otto Porter,80,195,23,Hornets,SF,3,3,3,43,36,16,99,69,2,71,74,39,11,0,22,52,73,37,97,17,55,8,60,34,67,0,55,65,56,51,59,50,6'8'',54,56,50,0.102134725
2012,George McCloud,78,200,23,Bullets,SF,3,3,1,75,72,1,22,22,18,56,100,64,26,0,34,43,50,40,29,38,36,27,41,48,59,0,65,59,82,43,47,47,6'6'',49,52,127,0.102041645
2011,Greg Anthony,74,190,26,Knicks,PG,5,5,3,63,62,55,96,25,28,44,77,8,6,0,79,84,65,16,100,42,91,33,9,21,50,0,41,44,42,87,81,23,6'2'',58,59,20,0.101618592
2011,Chris Childs,75,195,20,Nuggets,SG,4,4,0,54,64,10,19,22,34,50,88,54,96,0,54,24,58,30,50,42,39,17,30,34,47,0,63,53,71,32,47,36,6'3'',46,49,18,0.10007761
2009,Roosevelt Chapman,76,220,30,Grizzlies,SG,4,4,7,46,58,81,36,90,39,82,72,37,5,0,74,31,53,34,84,38,85,27,23,36,58,0,42,65,54,38,76,36,6'4'',53,53,195,0.1
2011,Eric Chenowith,86,270,23,Cavaliers,C,1,1,1,46,43,95,92,65,8,64,64,15,92,0,47,37,44,60,27,46,47,67,53,46,80,0,38,59,40,39,74,53,7'2'',53,56,109,0.096731829
2011,Bob Campbell,83,214,20,Trailblazers,SF,3,3,2,39,27,52,62,90,66,53,64,41,34,0,28,27,60,11,28,13,31,34,48,56,65,0,67,60,52,31,29,55,6'11'',44,45,65,0.096561769
2009,Aljami Durham,77,185,28,Trailblazers,PG,5,5,9,38,44,5,53,31,8,60,67,79,56,0,53,61,83,48,60,73,11,5,49,47,77,0,33,55,73,67,64,54,6'5'',57,57,124,0.09
2010,Greg Sutton*,74,170,24,Nuggets,PG,5,5,2,51,62,42,2,44,32,26,92,22,33,0,55,57,74,20,59,29,35,10,45,35,38,0,79,44,57,63,48,41,6'2'',46,49,117,0.09
2008,Jamaal Franklin,77,190,25,Cavaliers,SG,4,4,3,49,44,58,19,46,7,64,68,62,88,0,56,64,48,39,52,49,66,24,60,55,51,0,45,56,65,64,60,56,6'5'',52,55,1631,0.086486706
2008,Theo Hilinski,71,180,28,Suns,PG,5,5,6,50,45,35,67,28,71,53,83,58,20,0,88,79,58,24,88,35,49,13,5,27,39,0,44,47,70,83,62,23,5'11'',60,60,14,0.084795477
2009,Isaac Austin,82,260,23,Globetrotters,C,1,1,1,48,44,25,25,9,38,48,57,5,88,0,43,27,44,49,20,43,49,49,58,31,64,0,47,51,31,30,56,46,6'10'',41,43,46,0.08
2009,Richard Dumas,79,200,23,Celtics,SF,3,3,1,60,48,19,98,46,71,73,68,14,59,0,47,25,48,31,57,14,43,22,39,62,51,0,70,68,41,30,43,52,6'7'',42,44,23,0.08
2012,Steven Adams,84,250,27,Bullets,C,1,1,7,47,42,35,29,52,79,60,44,5,83,0,23,30,48,100,16,9,12,79,90,100,60,0,10,45,24,31,66,88,7'0'',53,53,26,0.075396619
2012,Isaiah Rider,77,220,22,Mavericks,SG,4,4,0,72,66,91,96,100,39,68,78,38,94,0,62,64,57,27,37,43,26,17,33,31,44,0,87,69,58,65,35,35,6'5'',49,52,40,0.0752881
2010,Christ Koumadje,88,235,33,Spurs,C,1,1,12,36,38,66,12,92,10,75,43,5,11,0,67,5,30,76,40,89,57,67,38,90,5,0,89,65,24,10,64,56,7'4'',57,56,30,0.075228633
2011,Dirk Nowitzki,84,250,28,Warriors,PF,2,2,8,41,36,22,59,34,71,84,83,70,44,0,55,21,49,37,37,39,5,16,56,52,54,0,41,65,76,28,34,54,7'0'',50,49,48,0.074811052
2008,Jevon Carter,74,185,30,Jazz,PG,5,5,10,31,39,38,19,13,65,26,81,8,99,0,81,41,76,17,67,65,70,13,37,19,91,0,58,49,44,52,76,39,6'2'',50,49,18,0.074771693
2010,Aljami Durham,77,185,29,Grizzlies,PG,5,5,10,36,51,5,53,31,8,61,69,75,56,0,54,61,87,43,56,74,9,5,48,48,76,0,33,56,72,69,62,54,6'5'',58,58,370,0.07
2008,Mark Randall,83,235,22,Cavaliers,PF,2,2,0,55,62,64,40,32,51,64,49,5,81,0,53,20,56,49,29,63,16,12,50,74,52,0,56,59,27,28,44,61,6'11'',49,52,53,0.07
2010,Shane Battier,81,230,22,Grizzlies,SF,3,3,0,80,68,53,79,37,10,47,74,39,5,0,57,40,40,38,70,47,62,59,18,46,62,0,55,52,56,42,74,38,6'9'',48,51,129,0.07
2012,Solomon Hill,79,225,29,Lakers,SF,3,3,7,48,50,81,57,6,44,70,66,74,34,0,73,58,41,51,72,82,57,10,49,86,58,0,43,60,70,58,75,67,6'7'',57,57,9,0.05200352
2010,Antoine Carr,81,225,25,Nuggets,PF,2,2,3,50,50,53,25,68,79,62,86,5,17,0,29,63,36,65,35,57,13,31,50,54,35,0,46,52,46,55,47,49,6'9'',43,45,12,0.051925956
2011,Jerome Moiso,82,245,28,Globetrotters,C,1,1,6,49,52,25,91,16,32,82,50,5,87,0,22,25,48,62,6,8,74,56,78,93,52,0,34,62,28,27,50,79,6'10'',50,50,163,0.051875303
2010,Billy Owens,81,225,23,Heat,SF,3,3,2,57,62,73,3,79,87,78,46,55,81,0,43,41,52,33,39,49,69,16,33,53,60,0,42,64,50,43,59,47,6'9'',47,50,50,0.05104745
2012,Dikembe Mutombo,86,255,29,Pistons,C,1,1,4,48,41,13,12,73,20,48,48,5,77,0,72,33,64,93,11,54,5,83,90,61,77,0,5,41,26,42,85,74,7'2'',58,58,50,0.050943301
2009,Seventh Woods,74,180,28,Hornets,PG,5,5,5,43,56,0,65,79,89,52,99,34,5,0,100,96,35,51,42,42,83,43,5,36,98,0,68,66,66,96,61,34,6'2'',64,64,54,0.05
2011,Brian Quinnett,80,235,23,Hawks,PF,2,2,0,65,86,61,69,69,48,62,63,21,24,0,51,75,50,62,28,40,39,36,58,55,68,0,50,60,42,73,58,58,6'8'',50,56,38,0.044511549
2012,Sean Magliore,76,213,18,Hornets,SG,4,4,0,91,100,50,30,15,23,47,92,45,12,0,73,55,65,20,21,25,39,47,50,18,51,0,62,52,68,62,35,36,6'4'',46,50,28,0.04267742
2011,Billy Owens,81,225,24,Heat,SF,3,3,3,51,58,73,3,79,87,73,47,59,81,0,41,41,53,30,37,53,71,21,33,49,57,0,43,61,53,42,60,45,6'9'',47,49,40,0.042518896
2011,Renato Vaught,79,217,29,Nuggets,PF,2,2,7,46,54,62,3,78,24,46,68,32,62,0,5,65,38,56,7,43,66,88,61,58,60,0,68,55,50,50,65,58,6'7'',45,45,29,0.038652395
2011,Michael Ansley,79,225,22,Kings,SF,3,3,0,67,91,84,56,68,92,45,59,29,53,0,45,39,62,32,39,39,42,35,42,50,61,0,85,60,44,44,55,49,6'7'',46,50,605,0.037290937
2011,Walter Hardaway,81,230,32,Suns,SF,3,3,10,39,44,91,13,33,16,68,70,68,77,0,61,20,53,56,38,31,74,25,46,10,62,0,5,48,69,28,68,33,6'9'',49,49,32,0.036376422
2012,Aiden Williamson,82,250,31,Trailblazers,C,1,1,9,47,50,2,5,65,77,36,53,5,19,0,39,35,53,69,38,25,35,77,83,86,39,0,35,36,29,37,63,76,6'10'',49,49,2,0.036332516
2011,Sean Elliott,80,210,21,Suns,SF,3,3,0,82,80,7,97,71,65,48,91,62,51,0,52,31,49,26,35,52,46,23,49,43,58,0,62,54,76,36,49,48,6'8'',48,51,135,0.033951138
2010,Austin Wiley,82,260,29,Bullets,C,1,1,10,36,24,10,81,38,79,94,47,30,22,0,25,10,68,52,11,46,6,39,64,68,78,0,51,78,38,19,53,68,6'10'',54,53,2155,0.031619297
2008,Chris Mihm,84,265,25,Mavericks,C,1,1,4,42,40,31,39,64,43,65,64,5,51,0,9,23,37,63,5,5,12,65,77,68,67,0,20,52,34,22,49,69,7'0'',45,46,7,0.03
2010,Dillon Chambers,71,190,30,FA,PG,5,5,8,39,31,53,99,75,70,58,92,48,93,0,86,53,58,15,100,40,57,11,12,25,47,0,48,53,70,60,63,25,5'11'',59,58,2,0.03
2010,Edward Swift,78,218,21,Kings,SG,4,4,1,48,60,90,18,66,63,14,60,60,5,0,50,53,70,38,13,43,78,39,47,46,50,0,72,39,60,58,60,48,6'6'',42,44,17,0.03
2010,Jeryl Sasser,79,195,23,Hawks,PG,5,5,0,55,60,18,83,45,24,44,80,27,10,0,95,61,72,18,54,46,47,7,20,21,45,0,55,47,54,71,53,27,6'7'',54,57,7,0.03
2009,Khyri Thomas,75,200,31,SuperSonics,SG,4,4,10,41,36,63,81,1,86,74,85,61,17,0,55,33,50,55,68,41,50,10,43,19,44,0,66,66,73,38,62,33,6'3'',55,54,70,0.03
2008,Kentavious Caldwell-Pope,77,195,23,SuperSonics,SG,4,4,3,54,48,18,65,65,54,61,74,79,92,0,48,38,76,36,80,38,48,14,60,20,42,0,21,45,76,47,67,40,6'5'',58,61,21,0.029728204
2008,Leroy Combs,80,210,23,Heat,SF,3,3,1,45,38,3,38,14,58,44,84,11,28,0,66,19,30,27,23,43,12,45,33,28,57,0,75,56,48,22,30,34,6'8'',38,39,45,0.029223105
2010,Al Tucker,80,190,23,Suns,SF,3,3,1,43,37,10,88,63,37,47,60,17,9,0,63,29,42,53,47,56,36,45,48,72,52,0,91,61,38,33,65,59,6'8'',44,45,115,0.028354079
2010,Phil Jackson,80,235,23,Pistons,PF,2,2,1,47,38,32,61,1,18,7,100,5,42,0,35,66,61,75,13,49,12,61,63,60,70,0,70,38,52,63,70,63,6'8'',51,53,72,0.028046041
2008,Darrian Ringo,74,175,28,Warriors,PG,5,5,9,44,62,88,48,82,8,36,76,62,42,0,69,77,66,39,89,81,50,29,15,30,46,0,71,48,69,80,87,29,6'2'',60,61,1498,0.024077991
2011,Jim Pollard,78,205,35,Lakers,SF,3,3,13,36,29,5,53,59,12,41,97,41,5,0,62,58,67,51,66,35,40,22,63,92,64,0,68,54,69,62,69,76,6'6'',57,53,5,0.02130624
2012,Rodney Dobard,81,207,22,Hornets,SF,3,3,0,68,58,3,13,91,83,45,64,30,95,0,49,40,63,24,29,41,45,37,40,47,62,0,88,61,47,46,51,48,6'9'',46,48,4,0.020831914
2009,Bingo Smith,77,190,23,Raptors,SG,4,4,0,73,78,3,92,56,88,63,94,12,80,0,58,33,72,23,50,45,41,9,34,40,29,0,45,51,53,43,47,38,6'5'',46,49,52,0.02
2009,Charlie Paulk,80,220,22,Kings,SF,3,3,0,58,56,2,78,17,91,55,74,21,81,0,52,33,41,59,50,66,67,28,44,38,68,0,49,56,48,36,80,45,6'8'',46,48,136,0.02
2009,Chink Crossin,74,175,31,Jazz,SG,4,4,8,43,56,7,99,30,89,69,89,88,97,0,58,61,18,52,100,85,89,40,30,60,24,0,5,41,88,56,78,42,6'2'',65,65,57,0.02
2008,Chris Wilcox,82,235,22,Bulls,C,1,1,2,48,63,65,21,69,20,53,44,5,22,0,27,52,63,82,28,20,16,28,66,67,48,0,99,66,24,51,49,64,6'10'',48,51,114,0.02
2008,Greg Kite,83,305,23,Trailblazers,C,1,1,1,53,46,96,38,91,99,58,52,5,5,0,57,21,21,76,45,49,5,30,78,68,100,0,5,51,28,22,59,74,6'11'',52,55,14,0.02
2009,Kevin Willis,84,220,29,Trailblazers,C,1,1,7,47,47,79,44,92,92,50,40,5,28,0,75,43,52,71,27,62,5,33,88,81,67,0,30,47,22,48,62,80,7'0'',51,51,6,0.02
2008,Roy Hinson,81,200,24,Jazz,C,1,1,1,44,50,94,54,3,46,31,34,5,91,0,34,39,53,61,6,46,18,24,76,58,42,0,99,54,20,40,41,62,6'9'',41,43,23,0.02
2011,Kevin Duckworth,84,275,32,Trailblazers,C,1,1,10,35,25,33,12,37,23,90,83,5,68,0,55,6,59,73,20,36,5,51,53,80,5,0,5,48,44,17,41,58,7'0'',57,56,2,0.019557546
2011,Bobby Cowens,84,224,20,Clippers,C,1,1,0,45,52,97,74,17,28,22,60,5,80,0,15,35,42,62,22,10,42,79,41,62,76,0,44,39,32,32,66,56,7'0'',41,43,19,0.014359311
2009,Al Tucker,80,190,22,Suns,SF,3,3,0,38,32,10,88,63,37,47,62,6,9,0,59,27,41,52,46,48,27,44,49,66,51,0,89,60,34,31,58,57,6'8'',41,42,5,0.01
2008,Hayden Falwell,82,229,21,Grizzlies,PF,2,2,1,57,68,20,5,50,68,21,39,47,68,0,62,22,49,57,55,31,14,57,57,44,72,0,86,51,43,29,66,53,6'10'',42,45,10,0.01
2008,Isaac Austin,82,260,22,Globetrotters,C,1,1,0,49,45,25,25,9,38,44,59,5,88,0,39,30,45,53,20,43,50,53,54,34,66,0,45,49,32,32,60,46,6'10'',42,44,17,0.01
2010,Jeff Malone,76,200,25,Trailblazers,SG,4,4,3,44,50,14,2,70,12,54,90,49,53,0,51,37,80,16,40,88,28,5,25,35,52,0,39,49,70,46,49,36,6'4'',52,55,63,0.01
2008,Jeff Withey,84,225,26,Warriors,C,1,1,3,47,36,40,88,3,27,61,49,5,98,0,16,22,33,54,16,67,5,70,53,69,70,0,53,60,27,21,65,62,7'0'',46,45,7,0.01
2008,Kobe Maggette,82,270,35,Heat,C,1,1,12,10,13,32,27,44,90,36,68,5,32,0,58,32,48,64,27,34,40,35,54,48,54,0,75,51,36,37,52,51,6'10'',45,41,2,0.01
2009,Lorenzo Williams,81,205,23,Timberwolves,C,1,1,1,48,34,64,69,18,34,66,62,44,57,0,46,22,38,51,15,40,34,36,54,41,58,0,87,71,53,25,45,48,6'9'',42,43,1,0.01
2009,Matisse Thybulle,77,190,31,Spurs,SF,3,3,11,45,46,57,64,60,43,74,80,45,59,0,63,53,45,92,91,80,71,39,27,12,32,0,54,60,62,54,86,22,6'5'',53,53,3,0.01
2009,Von McDade,76,185,21,Wizards,SG,4,4,1,56,56,81,73,76,30,48,83,40,75,0,42,41,63,14,49,43,43,35,22,56,29,0,95,58,62,45,43,40,6'4'',46,48,4,0.01
2011,Doc Rivers,76,185,26,Bulls,PG,5,5,4,47,49,20,34,46,10,64,91,31,84,0,51,65,72,15,68,58,59,5,42,8,54,0,61,61,61,69,66,30,6'4'',55,55,3,0.006032504
2010,Michael Olowokandi,84,270,30,Lakers,C,1,1,7,41,36,15,10,74,85,63,46,5,9,0,27,13,43,70,35,39,19,65,58,67,67,0,36,56,26,18,70,63,7'0'',48,47,12,0.005595622
2010,LeRon Ellis,83,215,23,Globetrotters,C,1,1,2,63,68,55,53,62,55,59,51,5,72,0,53,16,33,64,20,46,16,45,68,83,63,0,68,62,28,20,54,72,6'11'',47,50,540,0.005560846
2010,Ken Johnson,83,225,22,Lakers,PF,2,2,0,54,70,2,10,62,17,46,59,5,52,0,46,21,50,54,34,43,33,39,66,75,72,0,50,52,32,27,59,70,6'11'',47,50,24,0.002275837
2012,Haywoode Workman,74,180,23,Hornets,PG,5,5,1,41,50,85,69,23,58,60,78,16,78,0,57,57,67,14,54,38,36,12,28,23,54,0,52,56,47,62,45,32,6'2'',46,48,8,0.000450086
2011,Landyn Freshwater,71,180,30,Timberwolves,PG,5,5,8,53,44,6,25,14,91,75,87,54,25,0,92,68,57,7,91,56,57,15,8,27,39,0,52,61,70,73,66,24,5'11'',64,64,4,0.000171217
2008,Melvin Ely,82,255,26,Bulls,C,1,1,2,26,40,68,24,43,41,42,76,5,9,0,14,29,61,50,22,66,17,5,76,93,46,0,35,41,40,31,38,78,6'10'',47,46,1,0
2010,Nemanja Nedovic,76,190,25,Mavericks,PG,5,5,6,51,40,52,88,77,83,69,77,38,93,0,96,78,43,5,76,38,41,9,14,12,65,0,49,62,58,80,44,22,6'4'',59,61,179,0
2010,Robert Pack,74,190,23,Raptors,PG,5,5,2,75,67,77,91,26,70,52,77,46,11,0,54,73,60,24,57,75,34,96,21,25,22,0,48,45,62,74,59,25,6'2'',52,56,1,0
2008,Craig Ehlo,78,200,23,Warriors,SG,4,4,1,42,27,59,42,54,54,71,71,43,85,0,54,16,56,38,34,33,53,9,42,23,61,0,48,62,57,25,46,37,6'6'',46,47,1,-0.000260543
2010,Tyson Daniels,83,292,18,Rockets,C,1,1,0,52,58,77,56,62,99,43,65,17,46,0,24,45,40,31,25,23,21,34,72,37,66,0,45,48,41,40,34,54,6'11'',39,41,3,-0.001604694
2010,Michael Wright,80,240,21,Bullets,PF,2,2,0,53,64,36,89,98,42,49,52,5,8,0,47,34,50,78,31,36,49,48,63,49,67,0,51,53,28,38,70,57,6'8'',47,50,7,-0.001677887
2008,Bostjan Nachbar,81,220,24,Grizzlies,SF,3,3,2,51,38,72,2,57,23,41,65,80,5,0,100,36,39,30,91,96,43,5,43,48,48,0,52,46,72,41,56,46,6'9'',51,53,12,-0.004560277
2011,Jeryl Sasser,79,195,24,Hawks,PG,5,5,1,50,50,18,83,45,24,44,84,31,10,0,91,56,69,13,55,47,45,7,21,23,47,0,53,47,58,65,51,28,6'7'',53,56,4,-0.004977338
2011,Greg Kite,83,305,26,SuperSonics,C,1,1,4,47,44,96,38,91,99,62,46,5,5,0,57,22,20,67,50,51,5,30,73,70,97,0,5,52,26,23,56,73,6'11'',51,51,50,-0.006417053
2008,Anthony Jones*,79,205,22,FA,SF,3,3,0,68,70,96,34,65,12,55,70,31,21,0,69,27,49,52,67,48,44,11,82,33,46,0,56,53,50,34,64,53,6'7'',45,48,168,-0.006694811
2011,Lavar Crotty,72,171,22,Grizzlies,PG,5,5,0,66,88,59,3,98,6,29,43,39,82,0,58,63,81,33,62,59,54,32,32,15,47,0,64,43,41,71,78,29,6'0'',48,53,12,-0.006791767
2011,Theo Pinson,78,195,34,Hornets,SG,4,4,13,27,22,66,78,59,17,51,82,52,59,0,68,63,46,45,55,18,31,5,48,55,71,0,77,63,67,64,39,54,6'6'',51,47,29,-0.009447091
2008,Alvaro Teheran,85,235,22,Raptors,C,1,1,0,52,46,3,5,99,49,50,52,5,55,0,75,26,35,53,7,69,28,28,55,31,79,0,51,56,28,30,55,47,7'1'',45,47,43,-0.01
2009,Anderson Hunt,73,195,22,Globetrotters,PG,5,5,1,47,34,30,66,11,78,43,68,49,81,0,26,47,48,15,64,37,22,6,19,30,40,0,63,48,58,44,36,29,6'1'',40,41,5,-0.01
2010,Cassius Winston,72,185,31,Heat,PG,5,5,12,42,30,44,60,10,44,53,81,100,97,0,62,97,76,44,46,39,13,5,37,7,24,0,21,38,90,97,42,23,6'0'',60,59,116,-0.01
2008,Darren Daye,79,225,23,Wizards,SF,3,3,1,63,73,37,18,99,92,38,50,35,93,0,42,30,51,22,32,43,30,52,56,54,34,0,57,43,42,34,39,52,6'7'',37,40,38,-0.01
2010,Jamario Moon,80,195,20,Bucks,SF,3,3,0,55,51,99,1,21,39,49,66,5,64,0,54,21,48,49,41,41,66,36,46,51,58,0,64,55,36,27,67,50,6'8'',40,42,17,-0.01
2010,Jason Richardson,78,220,20,Pistons,SG,4,4,0,68,68,58,40,81,0,55,87,7,22,0,58,31,60,29,51,42,48,8,17,24,43,0,97,65,47,38,49,26,6'6'',44,47,1552,-0.01
2008,Michael Olowokandi,84,270,28,Lakers,C,1,1,5,39,46,15,10,74,85,66,48,5,9,0,28,20,45,78,45,44,25,61,63,62,71,0,36,58,26,23,77,63,7'0'',51,51,1391,-0.01
2008,Sidney Green,81,220,23,Lakers,PF,2,2,1,61,52,63,98,45,76,40,88,5,57,0,35,41,64,85,33,58,29,19,79,77,64,0,35,43,46,44,65,75,6'9'',53,56,49,-0.01
2010,Willie Norwood,79,220,22,Hawks,SF,3,3,1,59,64,71,48,80,44,68,70,45,39,0,50,53,44,52,55,55,43,35,70,43,47,0,70,64,58,53,66,53,6'7'',50,54,3,-0.01011508
2010,Renato Vaught,79,217,28,Clippers,PF,2,2,6,45,46,62,3,78,24,44,68,32,62,0,5,61,39,56,5,48,62,84,61,55,59,0,66,54,50,48,66,57,6'7'',44,44,44,-0.010369117
2011,Johnny Ripley,87,278,22,Spurs,C,1,1,0,65,57,30,37,75,25,49,42,5,51,0,21,41,29,30,33,41,27,34,53,61,83,0,44,54,24,35,41,60,7'3'',43,45,30,-0.011575586
2008,Mark Jones,73,175,22,Hornets,PG,5,5,1,62,46,81,10,44,25,31,74,25,36,0,70,49,52,33,34,37,43,5,33,25,20,0,55,36,50,53,34,28,6'1'',41,43,53,-0.011926786
2011,Raul Lopez,72,190,22,Trailblazers,PG,5,5,1,45,50,65,41,49,33,40,94,46,30,0,63,61,62,23,50,45,37,8,27,24,42,0,46,42,70,63,46,30,6'0'',49,51,33,-0.013559768
2010,Nene Hilario,83,245,24,Magic,C,1,1,4,29,46,60,62,41,79,60,58,5,95,0,17,19,59,55,37,57,57,45,51,62,78,0,58,63,32,24,69,60,6'11'',52,55,10,-0.013944878
2012,Ben McLemore,77,185,27,Trailblazers,SG,4,4,7,54,54,54,27,87,53,71,89,88,78,0,41,35,48,7,98,47,72,18,51,54,74,0,72,72,88,37,59,56,6'5'',63,63,3,-0.014804334
2011,Michael Bradley,83,230,23,Celtics,PF,2,2,1,49,54,74,1,97,9,56,62,5,36,0,46,31,56,52,31,38,39,39,72,69,68,0,50,57,34,37,56,69,6'11'',51,54,164,-0.014980561
2011,Rick Roberson,81,235,24,Cougars,PF,2,2,2,45,46,87,44,44,15,73,64,5,24,0,57,26,37,56,72,42,49,29,66,54,67,0,64,69,34,29,58,59,6'9'',49,51,34,-0.016641859
2011,Tyler Davis,82,265,33,Bucks,C,1,1,13,32,34,91,28,61,40,53,76,34,10,0,69,20,24,44,18,18,5,69,59,60,63,0,62,58,55,22,40,58,6'10'',42,41,13,-0.018723437
2010,Samuel Dalembert,83,210,20,Pacers,C,1,1,0,82,80,40,25,84,50,63,58,15,70,0,40,40,43,60,24,47,42,42,61,69,77,0,49,62,36,40,64,66,6'11'',50,54,5,-0.018928358
2009,Otto Moore,83,210,21,Rockets,C,1,1,0,47,46,9,34,13,96,46,94,41,50,0,59,18,35,60,14,46,5,59,63,63,73,0,54,54,68,22,59,63,6'11'',48,50,190,-0.02
2010,Richard Dumas,79,200,24,Celtics,SF,3,3,2,55,52,19,98,46,71,72,66,18,59,0,52,26,47,31,60,16,40,27,43,57,51,0,73,68,42,31,44,51,6'7'',43,45,4,-0.02
2009,Willie Norwood,79,220,21,Hawks,SF,3,3,0,65,72,71,48,80,44,64,67,45,39,0,54,48,46,49,56,52,44,33,71,46,48,0,68,62,56,50,65,55,6'7'',49,52,30,-0.02
2011,Nene Hilario,83,245,25,Cavaliers,C,1,1,5,26,41,60,62,41,79,58,58,5,95,0,13,16,57,50,32,58,55,45,51,57,77,0,56,61,32,21,66,58,6'11'',50,53,47,-0.02024126
2008,Dave Fortson,79,220,22,Knicks,PF,2,2,1,48,46,89,14,8,72,62,66,32,12,0,22,28,52,25,40,18,47,65,40,37,73,0,58,63,49,30,53,44,6'7'',43,45,11,-0.020328765
2011,Pooh Richardson,73,180,23,Mavericks,PG,5,5,0,54,60,8,56,99,38,73,68,31,90,0,70,65,78,20,59,38,42,10,11,27,44,0,56,62,50,72,55,27,6'1'',54,57,48,-0.022430522
2010,Melvin Ely,82,255,28,Suns,C,1,1,4,35,38,68,24,43,41,36,74,5,9,0,10,25,60,49,16,60,16,5,72,92,43,0,34,37,40,27,34,76,6'10'',45,44,9,-0.028500078
2008,Antoine Carr,81,225,23,Nuggets,PF,2,2,1,61,78,53,25,68,79,68,83,5,17,0,21,67,36,73,40,62,17,33,54,49,34,0,46,55,44,55,54,48,6'9'',45,48,225,-0.03
2009,Bob Campbell,83,214,18,Trailblazers,SF,3,3,0,42,28,52,62,90,66,57,64,44,34,0,28,35,62,17,36,17,30,31,45,56,64,0,65,61,54,37,36,54,6'11'',46,47,706,-0.03
2009,Cassius Winston,72,185,30,Mavericks,PG,5,5,11,52,44,44,60,10,44,55,77,100,97,0,61,97,76,39,44,41,17,9,36,6,25,0,20,39,88,96,43,23,6'0'',60,60,7,-0.03
2009,Donald Hodge,84,225,21,Celtics,C,1,1,1,59,72,30,25,99,54,50,53,5,45,0,69,25,45,56,12,36,30,33,52,59,52,0,48,50,29,30,44,55,7'0'',44,47,283,-0.03
2010,Steve Hood,79,190,23,Celtics,SF,3,3,2,58,67,26,3,67,30,62,83,39,45,0,45,40,53,36,68,49,23,33,27,65,62,0,56,60,61,43,61,51,6'7'',49,52,813,-0.03
2011,Tito Maddox,76,190,26,Pistons,PG,5,5,5,46,66,53,27,4,16,43,91,41,17,0,83,60,71,21,89,13,98,5,15,47,68,0,41,47,66,68,70,40,6'4'',60,61,17,-0.032916957
2008,Darius Bazley,81,200,26,Spurs,PF,2,2,8,49,50,51,97,61,54,34,66,40,22,0,49,47,41,74,43,97,25,30,100,39,72,0,79,55,53,47,73,65,6'9'',50,50,30,-0.04
2009,Granville Waiters,83,235,24,Lakers,C,1,1,2,63,58,27,39,64,32,100,39,5,54,0,64,34,22,84,30,62,13,17,75,55,68,0,40,76,22,33,56,62,6'11'',49,51,54,-0.04
2008,Jamal Sampson,85,240,21,Rockets,C,1,1,2,59,52,3,33,28,70,54,66,5,49,0,55,31,57,63,15,34,8,58,66,81,59,0,69,59,36,38,56,71,7'1'',54,57,106,-0.04
2009,Luc Longley,86,260,23,Wizards,C,1,1,1,61,70,33,46,93,59,53,67,5,75,0,53,60,35,38,25,58,25,59,47,79,73,0,36,52,36,58,57,65,7'2'',49,52,172,-0.04
2008,Jason Hart,75,185,26,FA,PG,5,5,4,54,46,16,60,12,43,53,73,53,70,0,67,68,52,63,53,47,31,40,37,37,73,0,62,60,63,69,55,43,6'3'',53,53,386,-0.04183037
2012,Mookie Blaylock,73,190,22,Pistons,PG,5,5,1,73,80,93,77,5,43,41,76,78,21,0,77,70,61,26,100,51,96,5,13,15,48,0,55,47,77,74,80,22,6'1'',63,67,23,-0.042067185
2011,Jackie Moon,77,230,39,Nuggets,SF,3,3,19,18,11,87,93,95,79,55,90,44,67,0,48,30,28,51,32,62,16,15,47,71,51,0,47,52,67,30,43,57,6'5'',45,36,81,-0.043642814
2011,Bones McKinney,80,210,35,Heat,SF,3,3,14,29,18,20,98,27,69,82,91,53,17,0,35,48,40,63,51,17,58,52,42,43,68,0,5,56,72,45,68,46,6'8'',53,47,11,-0.051335171
2012,Butch Beard,75,180,23,Oaks,PG,5,5,3,53,77,40,57,50,45,56,61,87,21,0,63,75,89,25,81,28,45,28,16,25,25,0,78,56,74,81,68,25,6'3'',63,67,135,-0.052166305
